Gene_ID,Gene_Symbol,Chromosome,Gene_Type,Gene_RefSeq_Status,RNA_RefSeq_Status,Gene_Length_bp
175,AGA,4,protein-coding,REVIEWED,REVIEWED,11730
116987,AGAP1,2,protein-coding,REVIEWED,REVIEWED,637712
119385,AGAP11,10,protein-coding,VALIDATED,VALIDATED,39463
116986,AGAP2,12,protein-coding,REVIEWED,REVIEWED,18437
116988,AGAP3,7,protein-coding,REVIEWED,REVIEWED,58606
119016,AGAP4,10,protein-coding,VALIDATED,VALIDATED,28286
729092,AGAP5,10,protein-coding,VALIDATED,VALIDATED,23522
414189,AGAP6,10,protein-coding,VALIDATED,VALIDATED,29305
642517,AGAP9,10,protein-coding,VALIDATED,VALIDATED,21785
123624,AGBL1,15,protein-coding,VALIDATED,VALIDATED,951838
79841,AGBL2,11,protein-coding,VALIDATED,VALIDATED,56215
340351,AGBL3,7,protein-coding,VALIDATED,VALIDATED,149644
84871,AGBL4,1,protein-coding,VALIDATED,VALIDATED,1503798
60509,AGBL5,2,protein-coding,REVIEWED,REVIEWED,19200
177,AGER,6,protein-coding,REVIEWED,REVIEWED,3413
3267,AGFG1,2,protein-coding,REVIEWED,REVIEWED,89054
3268,AGFG2,7,protein-coding,REVIEWED,REVIEWED,29010
55109,AGGF1,5,protein-coding,REVIEWED,REVIEWED,34850
55750,AGK,7,protein-coding,REVIEWED,REVIEWED,110876
178,AGL,1,protein-coding,REVIEWED,REVIEWED,73947
79814,AGMAT,1,protein-coding,VALIDATED,VALIDATED,13412
392636,AGMO,7,protein-coding,REVIEWED,REVIEWED,444793
26523,AGO1,1,protein-coding,REVIEWED,REVIEWED,59803
27161,AGO2,8,protein-coding,REVIEWED,REVIEWED,122256
192669,AGO3,1,protein-coding,REVIEWED,REVIEWED,130788
192670,AGO4,1,protein-coding,REVIEWED,REVIEWED,50267
10554,AGPAT1,6,protein-coding,REVIEWED,REVIEWED,9906
10555,AGPAT2,9,protein-coding,REVIEWED,REVIEWED,14317
56894,AGPAT3,21,protein-coding,REVIEWED,REVIEWED,122435
56895,AGPAT4,6,protein-coding,REVIEWED,REVIEWED,144129
55326,AGPAT5,8,protein-coding,REVIEWED,REVIEWED,53147
8540,AGPS,2,protein-coding,REVIEWED,REVIEWED,151094
10551,AGR2,7,protein-coding,VALIDATED,VALIDATED,13304
155465,AGR3,7,protein-coding,VALIDATED,VALIDATED,27279
375790,AGRN,1,protein-coding,REVIEWED,REVIEWED,36018
181,AGRP,16,protein-coding,REVIEWED,REVIEWED,1243
183,AGT,1,protein-coding,REVIEWED,REVIEWED,12068
23287,AGTPBP1,9,protein-coding,VALIDATED,VALIDATED,195491
185,AGTR1,3,protein-coding,REVIEWED,REVIEWED,45133
186,AGTR2,X,protein-coding,REVIEWED,REVIEWED,4268
57085,AGTRAP,1,protein-coding,REVIEWED,REVIEWED,14687
189,AGXT,2,protein-coding,REVIEWED,REVIEWED,10375
64902,AGXT2,5,protein-coding,REVIEWED,REVIEWED,50090
25909,AHCTF1,1,protein-coding,VALIDATED,VALIDATED,92881
191,AHCY,20,protein-coding,REVIEWED,REVIEWED,76965
10768,AHCYL1,1,protein-coding,REVIEWED,REVIEWED,38978
23382,AHCYL2,7,protein-coding,REVIEWED,REVIEWED,205198
27245,AHDC1,1,protein-coding,REVIEWED,REVIEWED,69934
54806,AHI1,6,protein-coding,REVIEWED,REVIEWED,213800
79026,AHNAK,11,protein-coding,REVIEWED,REVIEWED,113319
113146,AHNAK2,14,protein-coding,REVIEWED,REVIEWED,41107
196,AHR,7,protein-coding,REVIEWED,REVIEWED,47500
57491,AHRR,5,protein-coding,REVIEWED,REVIEWED,134116
10598,AHSA1,14,protein-coding,VALIDATED,VALIDATED,11596
197,AHSG,3,protein-coding,REVIEWED,REVIEWED,8396
51327,AHSP,16,protein-coding,REVIEWED,REVIEWED,953
57379,AICDA,12,protein-coding,REVIEWED,REVIEWED,10805
64853,AIDA,1,protein-coding,VALIDATED,VALIDATED,44883
199,AIF1,6,protein-coding,REVIEWED,REVIEWED,1817
83543,AIF1L,9,protein-coding,VALIDATED,VALIDATED,26677
9131,AIFM1,X,protein-coding,REVIEWED,REVIEWED,36526
84883,AIFM2,10,protein-coding,REVIEWED,REVIEWED,20668
150209,AIFM3,22,protein-coding,VALIDATED,VALIDATED,16231
51390,AIG1,6,protein-coding,VALIDATED,VALIDATED,284232
9447,AIM2,1,protein-coding,REVIEWED,REVIEWED,73126
9255,AIMP1,4,protein-coding,REVIEWED,REVIEWED,33616
7965,AIMP2,7,protein-coding,REVIEWED,REVIEWED,14584
9049,AIP,11,protein-coding,REVIEWED,REVIEWED,22930
23746,AIPL1,17,protein-coding,REVIEWED,REVIEWED,11463
326,AIRE,21,protein-coding,REVIEWED,REVIEWED,12382
55966,AJAP1,1,protein-coding,VALIDATED,VALIDATED,137744
389813,AJM1,9,protein-coding,VALIDATED,VALIDATED,4840
84962,AJUBA,14,protein-coding,VALIDATED,VALIDATED,11469
203,AK1,9,protein-coding,REVIEWED,REVIEWED,19063
204,AK2,1,protein-coding,REVIEWED,REVIEWED,28972
50808,AK3,9,protein-coding,REVIEWED,REVIEWED,32488
205,AK4,1,protein-coding,REVIEWED,REVIEWED,84804
26289,AK5,1,protein-coding,REVIEWED,REVIEWED,278062
102157402,AK6,5,protein-coding,VALIDATED,VALIDATED,18288
122481,AK7,14,protein-coding,REVIEWED,REVIEWED,97340
158067,AK8,9,protein-coding,VALIDATED,VALIDATED,153238
221264,AK9,6,protein-coding,REVIEWED,REVIEWED,198358
642597,AKAIN1,18,protein-coding,VALIDATED,VALIDATED,54842
8165,AKAP1,17,protein-coding,REVIEWED,REVIEWED,36158
11216,AKAP10,17,protein-coding,REVIEWED,REVIEWED,73555
11215,AKAP11,13,protein-coding,REVIEWED,REVIEWED,51798
9590,AKAP12,6,protein-coding,REVIEWED,REVIEWED,118745
11214,AKAP13,15,protein-coding,REVIEWED,REVIEWED,368743
158798,AKAP14,X,protein-coding,REVIEWED,REVIEWED,24744
8227,AKAP17A,X,protein-coding,REVIEWED,REVIEWED,10928
11217,AKAP2,9,protein-coding,REVIEWED,REVIEWED,123915
10566,AKAP3,12,protein-coding,REVIEWED,REVIEWED,33540
8852,AKAP4,X,protein-coding,REVIEWED,REVIEWED,10246
9495,AKAP5,14,protein-coding,REVIEWED,REVIEWED,9005
9472,AKAP6,14,protein-coding,REVIEWED,REVIEWED,630390
9465,AKAP7,6,protein-coding,REVIEWED,REVIEWED,157838
10270,AKAP8,19,protein-coding,REVIEWED,REVIEWED,26295
26993,AKAP8L,19,protein-coding,VALIDATED,VALIDATED,39074
10142,AKAP9,7,protein-coding,REVIEWED,REVIEWED,172042
56672,AKIP1,11,protein-coding,REVIEWED,REVIEWED,8963
79647,AKIRIN1,1,protein-coding,VALIDATED,VALIDATED,14822
55122,AKIRIN2,6,protein-coding,VALIDATED,VALIDATED,27408
80709,AKNA,9,protein-coding,VALIDATED,VALIDATED,64350
254268,AKNAD1,1,protein-coding,REVIEWED,REVIEWED,42345
10327,AKR1A1,1,protein-coding,REVIEWED,REVIEWED,19273
231,AKR1B1,7,protein-coding,REVIEWED,REVIEWED,16890
57016,AKR1B10,7,protein-coding,REVIEWED,REVIEWED,13823
441282,AKR1B15,7,protein-coding,VALIDATED,VALIDATED,30747
1645,AKR1C1,10,protein-coding,REVIEWED,REVIEWED,16706
1646,AKR1C2,10,protein-coding,REVIEWED,REVIEWED,30259
8644,AKR1C3,10,protein-coding,REVIEWED,REVIEWED,58921
1109,AKR1C4,10,protein-coding,REVIEWED,REVIEWED,22113
6718,AKR1D1,7,protein-coding,REVIEWED,REVIEWED,41873
83592,AKR1E2,10,protein-coding,REVIEWED,REVIEWED,83868
8574,AKR7A2,1,protein-coding,REVIEWED,REVIEWED,9439
22977,AKR7A3,1,protein-coding,VALIDATED,VALIDATED,15134
246181,AKR7L,1,protein-coding,REVIEWED,REVIEWED,14849
207,AKT1,14,protein-coding,REVIEWED,REVIEWED,26395
84335,AKT1S1,19,protein-coding,VALIDATED,VALIDATED,9324
208,AKT2,19,protein-coding,REVIEWED,REVIEWED,55215
10000,AKT3,1,protein-coding,REVIEWED,REVIEWED,362847
64400,AKTIP,16,protein-coding,REVIEWED,REVIEWED,13372
210,ALAD,9,protein-coding,REVIEWED,REVIEWED,15027
211,ALAS1,3,protein-coding,VALIDATED,VALIDATED,16245
212,ALAS2,X,protein-coding,REVIEWED,REVIEWED,22010
213,ALB,4,protein-coding,REVIEWED,REVIEWED,17246
214,ALCAM,3,protein-coding,REVIEWED,REVIEWED,210201
126133,ALDH16A1,19,protein-coding,REVIEWED,REVIEWED,17835
5832,ALDH18A1,10,protein-coding,REVIEWED,REVIEWED,50973
216,ALDH1A1,9,protein-coding,REVIEWED,REVIEWED,52656
8854,ALDH1A2,15,protein-coding,REVIEWED,REVIEWED,112500
220,ALDH1A3,15,protein-coding,REVIEWED,REVIEWED,36935
219,ALDH1B1,9,protein-coding,REVIEWED,REVIEWED,6002
10840,ALDH1L1,3,protein-coding,REVIEWED,REVIEWED,94198
160428,ALDH1L2,12,protein-coding,REVIEWED,REVIEWED,64826
217,ALDH2,12,protein-coding,REVIEWED,REVIEWED,43099
218,ALDH3A1,17,protein-coding,REVIEWED,REVIEWED,10450
224,ALDH3A2,17,protein-coding,REVIEWED,REVIEWED,29451
221,ALDH3B1,11,protein-coding,REVIEWED,REVIEWED,20736
222,ALDH3B2,11,protein-coding,REVIEWED,REVIEWED,19063
8659,ALDH4A1,1,protein-coding,REVIEWED,REVIEWED,31370
7915,ALDH5A1,6,protein-coding,REVIEWED,REVIEWED,42239
4329,ALDH6A1,14,protein-coding,REVIEWED,REVIEWED,26832
501,ALDH7A1,5,protein-coding,REVIEWED,REVIEWED,53550
64577,ALDH8A1,6,protein-coding,REVIEWED,REVIEWED,32733
223,ALDH9A1,1,protein-coding,REVIEWED,REVIEWED,36452
226,ALDOA,16,protein-coding,REVIEWED,REVIEWED,17331
229,ALDOB,9,protein-coding,REVIEWED,REVIEWED,15221
230,ALDOC,17,protein-coding,REVIEWED,REVIEWED,3849
56052,ALG1,16,protein-coding,REVIEWED,REVIEWED,15571
84920,ALG10,12,protein-coding,REVIEWED,REVIEWED,13016
144245,ALG10B,12,protein-coding,VALIDATED,VALIDATED,13048
440138,ALG11,13,protein-coding,REVIEWED,REVIEWED,17262
79087,ALG12,22,protein-coding,REVIEWED,REVIEWED,58307
79868,ALG13,X,protein-coding,REVIEWED,REVIEWED,83424
199857,ALG14,1,protein-coding,REVIEWED,REVIEWED,91410
200810,ALG1L,3,protein-coding,VALIDATED,VALIDATED,66123
644974,ALG1L2,3,protein-coding,VALIDATED,VALIDATED,21969
85365,ALG2,9,protein-coding,REVIEWED,REVIEWED,5540
10195,ALG3,3,protein-coding,REVIEWED,REVIEWED,15973
29880,ALG5,13,protein-coding,REVIEWED,REVIEWED,49598
29929,ALG6,1,protein-coding,REVIEWED,REVIEWED,70973
79053,ALG8,11,protein-coding,REVIEWED,REVIEWED,38712
79796,ALG9,11,protein-coding,REVIEWED,REVIEWED,95486
238,ALK,2,protein-coding,REVIEWED,REVIEWED,730620
389658,ALKAL1,8,protein-coding,VALIDATED,VALIDATED,31425
285016,ALKAL2,2,protein-coding,VALIDATED,VALIDATED,9315
8846,ALKBH1,14,protein-coding,REVIEWED,REVIEWED,35635
121642,ALKBH2,12,protein-coding,VALIDATED,VALIDATED,5444
221120,ALKBH3,11,protein-coding,VALIDATED,VALIDATED,39469
54784,ALKBH4,7,protein-coding,VALIDATED,VALIDATED,8655
54890,ALKBH5,17,protein-coding,VALIDATED,VALIDATED,26402
84964,ALKBH6,19,protein-coding,VALIDATED,VALIDATED,5128
84266,ALKBH7,19,protein-coding,VALIDATED,VALIDATED,2818
91801,ALKBH8,11,protein-coding,VALIDATED,VALIDATED,63015
55821,ALLC,2,protein-coding,VALIDATED,VALIDATED,57304
7840,ALMS1,2,protein-coding,REVIEWED,REVIEWED,224162
239,ALOX12,17,protein-coding,REVIEWED,REVIEWED,16946
242,ALOX12B,17,protein-coding,REVIEWED,REVIEWED,15068
246,ALOX15,17,protein-coding,REVIEWED,REVIEWED,10755
247,ALOX15B,17,protein-coding,REVIEWED,REVIEWED,10095
240,ALOX5,10,protein-coding,REVIEWED,REVIEWED,71956
241,ALOX5AP,13,protein-coding,REVIEWED,REVIEWED,50951
59344,ALOXE3,17,protein-coding,REVIEWED,REVIEWED,23017
251,ALPG,2,protein-coding,REVIEWED,REVIEWED,3873
248,ALPI,2,protein-coding,REVIEWED,REVIEWED,4634
80216,ALPK1,4,protein-coding,VALIDATED,VALIDATED,156624
115701,ALPK2,18,protein-coding,VALIDATED,VALIDATED,148111
57538,ALPK3,15,protein-coding,VALIDATED,VALIDATED,56803
249,ALPL,1,protein-coding,REVIEWED,REVIEWED,69431
250,ALPP,2,protein-coding,REVIEWED,REVIEWED,4356
57679,ALS2,2,protein-coding,REVIEWED,REVIEWED,80910
259173,ALS2CL,3,protein-coding,VALIDATED,VALIDATED,24719
130540,ALS2CR12,2,protein-coding,VALIDATED,VALIDATED,76015
8092,ALX1,12,protein-coding,REVIEWED,REVIEWED,21527
257,ALX3,1,protein-coding,REVIEWED,REVIEWED,10326
60529,ALX4,11,protein-coding,REVIEWED,REVIEWED,49439
10189,ALYREF,17,protein-coding,REVIEWED,REVIEWED,3788
23600,AMACR,5,protein-coding,REVIEWED,REVIEWED,21130
258,AMBN,4,protein-coding,REVIEWED,REVIEWED,15031
259,AMBP,9,protein-coding,REVIEWED,REVIEWED,18346
55626,AMBRA1,11,protein-coding,VALIDATED,VALIDATED,197658
262,AMD1,6,protein-coding,REVIEWED,REVIEWED,81093
144193,AMDHD1,12,protein-coding,VALIDATED,VALIDATED,25300
51005,AMDHD2,16,protein-coding,VALIDATED,VALIDATED,11078
265,AMELX,X,protein-coding,REVIEWED,REVIEWED,10737
266,AMELY,Y,protein-coding,REVIEWED,REVIEWED,8139
139285,AMER1,X,protein-coding,REVIEWED,REVIEWED,20628
219287,AMER2,13,protein-coding,VALIDATED,VALIDATED,10773
205147,AMER3,2,protein-coding,VALIDATED,VALIDATED,13660
267,AMFR,16,protein-coding,REVIEWED,REVIEWED,64087
268,AMH,19,protein-coding,REVIEWED,REVIEWED,2795
269,AMHR2,12,protein-coding,REVIEWED,REVIEWED,7818
57463,AMIGO1,1,protein-coding,VALIDATED,VALIDATED,5577
347902,AMIGO2,12,protein-coding,VALIDATED,VALIDATED,5120
386724,AMIGO3,3,protein-coding,VALIDATED,VALIDATED,2972
9949,AMMECR1,X,protein-coding,REVIEWED,REVIEWED,246048
83607,AMMECR1L,2,protein-coding,VALIDATED,VALIDATED,25946
81693,AMN,14,protein-coding,REVIEWED,REVIEWED,11168
196394,AMN1,12,protein-coding,VALIDATED,VALIDATED,58038
154796,AMOT,X,protein-coding,REVIEWED,REVIEWED,66070
154810,AMOTL1,11,protein-coding,REVIEWED,REVIEWED,170336
51421,AMOTL2,3,protein-coding,REVIEWED,REVIEWED,20073
270,AMPD1,1,protein-coding,REVIEWED,REVIEWED,22521
271,AMPD2,1,protein-coding,REVIEWED,REVIEWED,12243
272,AMPD3,11,protein-coding,REVIEWED,REVIEWED,57259
273,AMPH,7,protein-coding,REVIEWED,REVIEWED,247874
275,AMT,3,protein-coding,REVIEWED,REVIEWED,5901
401138,AMTN,4,protein-coding,VALIDATED,VALIDATED,14172
276,AMY1A,1,protein-coding,REVIEWED,REVIEWED,9033
277,AMY1B,1,protein-coding,REVIEWED,REVIEWED,9038
278,AMY1C,1,protein-coding,REVIEWED,REVIEWED,13263
279,AMY2A,1,protein-coding,REVIEWED,REVIEWED,8449
280,AMY2B,1,protein-coding,REVIEWED,REVIEWED,24891
155185,AMZ1,7,protein-coding,VALIDATED,VALIDATED,85666
51321,AMZ2,17,protein-coding,REVIEWED,REVIEWED,51679
64682,ANAPC1,2,protein-coding,VALIDATED,VALIDATED,118047
10393,ANAPC10,4,protein-coding,VALIDATED,VALIDATED,131425
51529,ANAPC11,17,protein-coding,VALIDATED,VALIDATED,9744
25847,ANAPC13,3,protein-coding,REVIEWED,REVIEWED,8320
25906,ANAPC15,11,protein-coding,VALIDATED,VALIDATED,6405
119504,ANAPC16,10,protein-coding,VALIDATED,VALIDATED,19861
29882,ANAPC2,9,protein-coding,REVIEWED,REVIEWED,13822
29945,ANAPC4,4,protein-coding,REVIEWED,REVIEWED,41273
51433,ANAPC5,12,protein-coding,REVIEWED,REVIEWED,45965
51434,ANAPC7,12,protein-coding,REVIEWED,REVIEWED,30831
283,ANG,14,protein-coding,REVIEWED,REVIEWED,10010
23357,ANGEL1,14,protein-coding,VALIDATED,VALIDATED,26468
90806,ANGEL2,1,protein-coding,VALIDATED,VALIDATED,23694
284,ANGPT1,8,protein-coding,REVIEWED,REVIEWED,248574
285,ANGPT2,8,protein-coding,REVIEWED,REVIEWED,63770
51378,ANGPT4,20,protein-coding,REVIEWED,REVIEWED,46470
9068,ANGPTL1,1,protein-coding,REVIEWED,REVIEWED,21546
23452,ANGPTL2,9,protein-coding,REVIEWED,REVIEWED,35417
27329,ANGPTL3,1,protein-coding,REVIEWED,REVIEWED,8819
51129,ANGPTL4,19,protein-coding,REVIEWED,REVIEWED,10249
253935,ANGPTL5,11,protein-coding,VALIDATED,VALIDATED,26377
83854,ANGPTL6,19,protein-coding,VALIDATED,VALIDATED,14071
10218,ANGPTL7,1,protein-coding,VALIDATED,VALIDATED,6693
55908,ANGPTL8,19,protein-coding,VALIDATED,VALIDATED,2325
647589,ANHX,12,protein-coding,VALIDATED,VALIDATED,17822
286,ANK1,8,protein-coding,REVIEWED,REVIEWED,243538
287,ANK2,4,protein-coding,REVIEWED,REVIEWED,677723
288,ANK3,10,protein-coding,REVIEWED,REVIEWED,707229
150709,ANKAR,2,protein-coding,VALIDATED,VALIDATED,88768
348094,ANKDD1A,15,protein-coding,VALIDATED,VALIDATED,46799
728780,ANKDD1B,5,protein-coding,VALIDATED,VALIDATED,60558
63926,ANKEF1,20,protein-coding,VALIDATED,VALIDATED,21766
162282,ANKFN1,17,protein-coding,VALIDATED,VALIDATED,406082
51479,ANKFY1,17,protein-coding,REVIEWED,REVIEWED,100178
56172,ANKH,5,protein-coding,REVIEWED,REVIEWED,166986
54882,ANKHD1,5,protein-coding,REVIEWED,REVIEWED,138043
404734,ANKHD1-EIF4EBP3,5,protein-coding,REVIEWED,REVIEWED,147765
54467,ANKIB1,7,protein-coding,VALIDATED,VALIDATED,155551
255239,ANKK1,11,protein-coding,REVIEWED,REVIEWED,14405
126549,ANKLE1,19,protein-coding,VALIDATED,VALIDATED,6002
23141,ANKLE2,12,protein-coding,REVIEWED,REVIEWED,36222
51281,ANKMY1,2,protein-coding,VALIDATED,VALIDATED,92585
57037,ANKMY2,7,protein-coding,VALIDATED,VALIDATED,46042
57763,ANKRA2,5,protein-coding,VALIDATED,VALIDATED,13487
27063,ANKRD1,10,protein-coding,REVIEWED,REVIEWED,9176
55608,ANKRD10,13,protein-coding,VALIDATED,VALIDATED,36568
29123,ANKRD11,16,protein-coding,REVIEWED,REVIEWED,222943
23253,ANKRD12,18,protein-coding,REVIEWED,REVIEWED,149233
88455,ANKRD13A,12,protein-coding,VALIDATED,VALIDATED,40264
124930,ANKRD13B,17,protein-coding,VALIDATED,VALIDATED,25238
81573,ANKRD13C,1,protein-coding,VALIDATED,VALIDATED,95976
338692,ANKRD13D,11,protein-coding,REVIEWED,REVIEWED,13194
54522,ANKRD16,10,protein-coding,VALIDATED,VALIDATED,28172
26057,ANKRD17,4,protein-coding,REVIEWED,REVIEWED,185801
253650,ANKRD18A,9,protein-coding,VALIDATED,VALIDATED,54401
441459,ANKRD18B,9,protein-coding,VALIDATED,VALIDATED,51030
26287,ANKRD2,10,protein-coding,REVIEWED,REVIEWED,11456
84210,ANKRD20A1,9,protein-coding,VALIDATED,VALIDATED,43080
441430,ANKRD20A2,9,protein-coding,VALIDATED,VALIDATED,59074
441425,ANKRD20A3,9,protein-coding,VALIDATED,VALIDATED,60817
728747,ANKRD20A4,9,protein-coding,VALIDATED,VALIDATED,43129
118932,ANKRD22,10,protein-coding,VALIDATED,VALIDATED,32077
200539,ANKRD23,2,protein-coding,REVIEWED,REVIEWED,6108
170961,ANKRD24,19,protein-coding,VALIDATED,VALIDATED,42197
22852,ANKRD26,10,protein-coding,REVIEWED,REVIEWED,162304
84079,ANKRD27,19,protein-coding,VALIDATED,VALIDATED,78215
23243,ANKRD28,3,protein-coding,VALIDATED,VALIDATED,192578
147463,ANKRD29,18,protein-coding,VALIDATED,VALIDATED,63989
91074,ANKRD30A,10,protein-coding,REVIEWED,REVIEWED,183545
554226,ANKRD30BL,2,protein-coding,VALIDATED,VALIDATED,110379
256006,ANKRD31,5,protein-coding,REVIEWED,REVIEWED,168626
341405,ANKRD33,12,protein-coding,VALIDATED,VALIDATED,3713
651746,ANKRD33B,5,protein-coding,VALIDATED,VALIDATED,93494
284615,ANKRD34A,1,protein-coding,VALIDATED,VALIDATED,5142
340120,ANKRD34B,5,protein-coding,VALIDATED,VALIDATED,13731
390616,ANKRD34C,15,protein-coding,VALIDATED,VALIDATED,15436
148741,ANKRD35,1,protein-coding,VALIDATED,VALIDATED,19307
375248,ANKRD36,2,protein-coding,VALIDATED,VALIDATED,151369
57730,ANKRD36B,2,protein-coding,VALIDATED,VALIDATED,97675
400986,ANKRD36C,2,protein-coding,VALIDATED,VALIDATED,142773
353322,ANKRD37,4,protein-coding,VALIDATED,VALIDATED,3560
51239,ANKRD39,2,protein-coding,VALIDATED,VALIDATED,10035
91369,ANKRD40,17,protein-coding,VALIDATED,VALIDATED,14720
55018,ANKRD40CL,17,protein-coding,VALIDATED,VALIDATED,6544
338699,ANKRD42,11,protein-coding,VALIDATED,VALIDATED,62361
91526,ANKRD44,2,protein-coding,VALIDATED,VALIDATED,348181
339416,ANKRD45,1,protein-coding,VALIDATED,VALIDATED,97095
157567,ANKRD46,8,protein-coding,REVIEWED,REVIEWED,50035
54851,ANKRD49,11,protein-coding,VALIDATED,VALIDATED,5592
57182,ANKRD50,4,protein-coding,VALIDATED,VALIDATED,48685
283373,ANKRD52,12,protein-coding,VALIDATED,VALIDATED,20585
79998,ANKRD53,2,protein-coding,VALIDATED,VALIDATED,9495
129138,ANKRD54,22,protein-coding,VALIDATED,VALIDATED,18466
79722,ANKRD55,5,protein-coding,VALIDATED,VALIDATED,133680
22881,ANKRD6,6,protein-coding,VALIDATED,VALIDATED,200657
140731,ANKRD60,20,protein-coding,VALIDATED,VALIDATED,12528
100310846,ANKRD61,7,protein-coding,VALIDATED,VALIDATED,5177
342850,ANKRD62,18,protein-coding,VALIDATED,VALIDATED,87889
100131244,ANKRD63,15,protein-coding,VALIDATED,VALIDATED,4215
441869,ANKRD65,1,protein-coding,VALIDATED,VALIDATED,4052
100287718,ANKRD66,6,protein-coding,VALIDATED,VALIDATED,12302
56311,ANKRD7,7,protein-coding,VALIDATED,VALIDATED,18074
122416,ANKRD9,14,protein-coding,VALIDATED,VALIDATED,6158
23294,ANKS1A,6,protein-coding,VALIDATED,VALIDATED,208732
56899,ANKS1B,12,protein-coding,REVIEWED,REVIEWED,1254870
124401,ANKS3,16,protein-coding,VALIDATED,VALIDATED,37868
257629,ANKS4B,16,protein-coding,VALIDATED,VALIDATED,18735
203286,ANKS6,9,protein-coding,REVIEWED,REVIEWED,64534
389161,ANKUB1,3,protein-coding,VALIDATED,VALIDATED,32176
55139,ANKZF1,2,protein-coding,VALIDATED,VALIDATED,6913
54443,ANLN,7,protein-coding,REVIEWED,REVIEWED,63989
55107,ANO1,11,protein-coding,VALIDATED,VALIDATED,111244
55129,ANO10,3,protein-coding,REVIEWED,REVIEWED,325269
57101,ANO2,12,protein-coding,VALIDATED,VALIDATED,388550
63982,ANO3,11,protein-coding,REVIEWED,REVIEWED,478785
121601,ANO4,12,protein-coding,VALIDATED,VALIDATED,411185
203859,ANO5,11,protein-coding,REVIEWED,REVIEWED,90883
196527,ANO6,12,protein-coding,REVIEWED,REVIEWED,224418
50636,ANO7,2,protein-coding,REVIEWED,REVIEWED,51094
57719,ANO8,19,protein-coding,VALIDATED,VALIDATED,11612
338440,ANO9,11,protein-coding,REVIEWED,REVIEWED,24082
3730,ANOS1,X,protein-coding,REVIEWED,REVIEWED,203314
8125,ANP32A,15,protein-coding,VALIDATED,VALIDATED,42388
10541,ANP32B,9,protein-coding,VALIDATED,VALIDATED,32737
23520,ANP32C,4,protein-coding,REVIEWED,REVIEWED,705
23519,ANP32D,12,protein-coding,REVIEWED,REVIEWED,396
81611,ANP32E,1,protein-coding,VALIDATED,VALIDATED,17740
290,ANPEP,15,protein-coding,REVIEWED,REVIEWED,29958
84168,ANTXR1,2,protein-coding,REVIEWED,REVIEWED,236184
118429,ANTXR2,4,protein-coding,REVIEWED,REVIEWED,171856
195977,ANTXRL,10,protein-coding,VALIDATED,VALIDATED,43423
301,ANXA1,9,protein-coding,REVIEWED,REVIEWED,18663
11199,ANXA10,4,protein-coding,REVIEWED,REVIEWED,95218
311,ANXA11,10,protein-coding,REVIEWED,REVIEWED,51725
312,ANXA13,8,protein-coding,REVIEWED,REVIEWED,56633
302,ANXA2,15,protein-coding,REVIEWED,REVIEWED,50875
389289,ANXA2R,5,protein-coding,VALIDATED,VALIDATED,1266
306,ANXA3,4,protein-coding,REVIEWED,REVIEWED,58864
307,ANXA4,2,protein-coding,REVIEWED,REVIEWED,182673
308,ANXA5,4,protein-coding,REVIEWED,REVIEWED,28998
309,ANXA6,5,protein-coding,REVIEWED,REVIEWED,57177
310,ANXA7,10,protein-coding,REVIEWED,REVIEWED,38985
653145,ANXA8,10,protein-coding,REVIEWED,REVIEWED,523887
728113,ANXA8L1,10,protein-coding,VALIDATED,VALIDATED,16195
8416,ANXA9,1,protein-coding,VALIDATED,VALIDATED,14041
313,AOAH,7,protein-coding,REVIEWED,REVIEWED,215237
26,AOC1,7,protein-coding,REVIEWED,REVIEWED,36417
314,AOC2,17,protein-coding,REVIEWED,REVIEWED,6130
8639,AOC3,17,protein-coding,REVIEWED,REVIEWED,6949
316,AOX1,2,protein-coding,REVIEWED,REVIEWED,91113
55435,AP1AR,4,protein-coding,VALIDATED,VALIDATED,41372
162,AP1B1,22,protein-coding,REVIEWED,REVIEWED,60904
164,AP1G1,16,protein-coding,REVIEWED,REVIEWED,80074
8906,AP1G2,14,protein-coding,REVIEWED,REVIEWED,8377
8907,AP1M1,19,protein-coding,REVIEWED,REVIEWED,37492
10053,AP1M2,19,protein-coding,REVIEWED,REVIEWED,14645
1174,AP1S1,7,protein-coding,REVIEWED,REVIEWED,6880
8905,AP1S2,X,protein-coding,REVIEWED,REVIEWED,29209
130340,AP1S3,2,protein-coding,REVIEWED,REVIEWED,82273
160,AP2A1,19,protein-coding,REVIEWED,REVIEWED,40192
161,AP2A2,11,protein-coding,REVIEWED,REVIEWED,86437
163,AP2B1,17,protein-coding,REVIEWED,REVIEWED,139155
1173,AP2M1,3,protein-coding,REVIEWED,REVIEWED,9246
1175,AP2S1,19,protein-coding,REVIEWED,REVIEWED,12838
8546,AP3B1,5,protein-coding,REVIEWED,REVIEWED,292430
8120,AP3B2,15,protein-coding,REVIEWED,REVIEWED,50628
8943,AP3D1,19,protein-coding,REVIEWED,REVIEWED,50639
26985,AP3M1,10,protein-coding,REVIEWED,REVIEWED,31074
10947,AP3M2,8,protein-coding,REVIEWED,REVIEWED,18238
1176,AP3S1,5,protein-coding,REVIEWED,REVIEWED,72476
