Peak.Chpreffed	Peak.Humreffed	ATAC11_SKM_Hyb1_Human_chpreffed_all_peaks.txt	ATAC11_SKM_Hyb1_Chimp_chpreffed_all_peaks.txt	Sum Human	Sum Chimp	Binomial p-value
peak_CM_HP_MN_PP_SKM_31887_enhancer_TOMM20_40595.0_RBM34_72805.0	peak_CM_HP_MN_PP_SKM_31887_enhancer_TOMM20_38084.5_RBM34_70475.5	24	30	24	30	0.49661743531793345
peak_CM_HP_MN_PP_SKM_219187_promoter_ZBED4	peak_CM_HP_MN_PP_SKM_219187_promoter_ZBED4	81	90	81	90	0.5408115779969362
peak_CM_HP_MN_PP_SKM_69860_promoter_PRDM10	peak_CM_HP_MN_PP_SKM_69860_promoter_PRDM10	103	113	103	113	0.5403901087547003
peak_CM_HP_MN_PP_SKM_3462_enhancer_SPEN_12341.5_UQCRHL_26285.5	peak_CM_HP_MN_PP_SKM_3462_enhancer_SPEN_12334.0_UQCRHL_27797.0	65	73	65	73	0.5514132796665477
peak_CM_HP_MN_PP_SKM_357230_promoter_PRAF2	peak_CM_HP_MN_PP_SKM_357230_promoter_PRAF2	35	26	35	26	0.30567741986311836
peak_CM_HP_MN_PP_SKM_211007_enhancer_LTN1_10004.0_RWDD2B_16676.5	peak_CM_HP_MN_PP_SKM_211007_enhancer_LTN1_9982.0_RWDD2B_16489.5	34	27	34	27	0.4426260049464714
peak_CM_HP_MN_PP_SKM_175020_enhancer_RTN4_39211.0_CLHC1_182423.5	peak_CM_HP_MN_PP_SKM_175020_enhancer_RTN4_39815.5_CLHC1_182144.5	155	122	155	122	0.05432212680734661
peak_CM_HP_MN_PP_SKM_249549_promoter_SRD5A3	peak_CM_HP_MN_PP_SKM_249549_promoter_SRD5A3	48	40	48	40	0.45574127943791326
peak_CM_HP_MN_PP_SKM_345805_promoter_PRUNE2	peak_CM_HP_MN_PP_SKM_345805_promoter_PRUNE2	25	33	25	33	0.358143301806138
peak_CM_HP_MN_PP_SKM_232866_promoter_B4GALT4	peak_CM_HP_MN_PP_SKM_232866_promoter_B4GALT4	54	36	54	36	0.07254953219246177
peak_CM_HP_MN_PP_SKM_122087_promoter_CREBBP	peak_CM_HP_MN_PP_SKM_122087_promoter_CREBBP	25	37	25	37	0.16188140552559763
peak_CM_HP_MN_PP_SKM_135390_enhancer_SREBF1_41030.0_SREBF1_55186.5	peak_CM_HP_MN_PP_SKM_135390_enhancer_SREBF1_40952.0_SREBF1_54317.0	49	40	49	40	0.39657015814551616
peak_CM_HP_MN_PP_SKM_155151_enhancer_GADD45B_65728.5_LMNB2_84925.5	peak_CM_HP_MN_PP_SKM_155151_enhancer_GADD45B_64741.0_LMNB2_83935.5	35	25	35	25	0.2450608330229457
peak_CM_HP_MN_PP_SKM_355287_enhancer_UBAC1_31795.5_CAMSAP1_85877.0	peak_CM_HP_MN_PP_SKM_355287_enhancer_UBAC1_31554.5_CAMSAP1_85372.5	41	26	41	26	0.08643723427347082
peak_CM_HP_MN_PP_SKM_143619_promoter_SMIM5	peak_CM_HP_MN_PP_SKM_143619_promoter_SMIM5	38	25	38	25	0.12991792302255253
peak_CM_HP_MN_PP_SKM_147965_promoter_ROCK1	peak_CM_HP_MN_PP_SKM_147965_promoter_ROCK1	50	37	50	37	0.1979791406725175
peak_CM_HP_MN_PP_SKM_276512_promoter_SRA1	peak_CM_HP_MN_PP_SKM_276512_promoter_SRA1	36	25	36	25	0.20003136851310313
peak_CM_HP_MN_PP_SKM_135169_promoter_FLCN	peak_CM_HP_MN_PP_SKM_135169_promoter_FLCN	36	29	36	29	0.45702078541058977
peak_CM_HP_MN_PP_SKM_308634_promoter_HUS1	peak_CM_HP_MN_PP_SKM_308634_promoter_HUS1	36	28	36	28	0.3817327947933377
peak_CM_HP_MN_PP_SKM_121607_promoter_E4F1	peak_CM_HP_MN_PP_SKM_121607_promoter_E4F1	67	54	67	54	0.27525333440239114
peak_CM_HP_MN_PP_SKM_343862_promoter_ENHO	peak_CM_HP_MN_PP_SKM_343862_promoter_ENHO	52	34	52	34	0.06615259746138927
peak_CM_HP_MN_PP_SKM_233087_promoter_NDUFB4	peak_CM_HP_MN_PP_SKM_233087_promoter_NDUFB4	34	27	34	27	0.4426260049464714
peak_CM_HP_MN_PP_SKM_325679_promoter_PNMA2	peak_CM_HP_MN_PP_SKM_325679_promoter_PNMA2	36	43	36	43	0.499896876860327
peak_CM_HP_MN_PP_SKM_109991_promoter_WDR20	peak_CM_HP_MN_PP_SKM_109991_promoter_WDR20	43	36	43	36	0.499896876860327
peak_CM_MN_PP_SKM_182498_enhancer_GLI2_33821.0_GLI2_38914.5	peak_CM_MN_PP_SKM_182498_enhancer_GLI2_33800.5_GLI2_38840.5	43	36	43	36	0.499896876860327
peak_CM_HP_MN_PP_SKM_330197_promoter_YTHDF3	peak_CM_HP_MN_PP_SKM_330197_promoter_YTHDF3	43	36	43	36	0.499896876860327
peak_CM_HP_MN_PP_SKM_291115_promoter_ELOVL4	peak_CM_HP_MN_PP_SKM_291115_promoter_ELOVL4	43	36	43	36	0.499896876860327
peak_CM_HP_MN_PP_SKM_267499_promoter_PRKAA1	peak_CM_HP_MN_PP_SKM_267499_promoter_PRKAA1	36	43	36	43	0.499896876860327
peak_CM_HP_MN_PP_SKM_19789_promoter_S100A11	peak_CM_HP_MN_PP_SKM_19789_promoter_S100A11	36	43	36	43	0.499896876860327
peak_CM_HP_MN_PP_SKM_77824_promoter_MFSD5	peak_CM_HP_MN_PP_SKM_77824_promoter_MFSD5	36	43	36	43	0.499896876860327
peak_CM_HP_MN_PP_SKM_347805_promoter_WNK2	peak_CM_HP_MN_PP_SKM_347805_promoter_WNK2	36	43	36	43	0.499896876860327
peak_CM_HP_MN_PP_SKM_62609_promoter_RPS3	peak_CM_HP_MN_PP_SKM_62609_promoter_RPS3	36	43	36	43	0.499896876860327
peak_CM_HP_MN_PP_SKM_226608_promoter_DUSP7	peak_CM_HP_MN_PP_SKM_226608_promoter_DUSP7	50	58	50	58	0.5007663934164359
peak_CM_HP_MN_PP_SKM_357358_promoter_MAGED1	peak_CM_HP_MN_PP_SKM_357358_promoter_MAGED1	59	51	59	51	0.5046848075879908
peak_CM_HP_MN_PP_SKM_156456_promoter_RFX2	peak_CM_HP_MN_PP_SKM_156456_promoter_RFX2	25	31	25	31	0.5044037600228255
peak_CM_HP_MN_PP_SKM_233590_promoter_CCDC14	peak_CM_HP_MN_PP_SKM_233590_promoter_CCDC14	25	31	25	31	0.5044037600228255
peak_CM_HP_MN_PP_SKM_114695_promoter_VPS13C	peak_CM_HP_MN_PP_SKM_114695_promoter_VPS13C	44	37	44	37	0.5052364407669357
peak_CM_HP_MN_PP_SKM_17161_promoter_ATXN7L2	peak_CM_HP_MN_PP_SKM_17161_promoter_ATXN7L2	25	31	25	31	0.5044037600228255
peak_CM_HP_MN_PP_SKM_167278_promoter_ZNF550	peak_CM_HP_MN_PP_SKM_167278_promoter_ZNF550	25	31	25	31	0.5044037600228255
peak_CM_HP_MN_PP_SKM_227309_promoter_ARHGEF3	peak_CM_HP_MN_PP_SKM_227309_promoter_ARHGEF3	25	31	25	31	0.5044037600228255
peak_CM_HP_MN_PP_SKM_14684_promoter_COL24A1	peak_CM_HP_MN_PP_SKM_14684_promoter_COL24A1	25	31	25	31	0.5044037600228255
peak_CM_HP_MN_PP_SKM_218673_promoter_PPARA	peak_CM_HP_MN_PP_SKM_218673_promoter_PPARA	44	37	44	37	0.5052364407669357
peak_CM_HP_MN_PP_SKM_87532_enhancer_SETD1B_8274.0_RHOF_18581.0	peak_CM_HP_MN_PP_SKM_87532_enhancer_SETD1B_8247.5_RHOF_18628.0	31	25	31	25	0.5044037600228255
peak_CM_HP_MN_PP_SKM_46417_promoter_LDB1	peak_CM_HP_MN_PP_SKM_46417_promoter_LDB1	44	37	44	37	0.5052364407669357
peak_CM_HP_MN_PP_SKM_243217_promoter_DGKQ	peak_CM_HP_MN_PP_SKM_243217_promoter_DGKQ	37	44	37	44	0.5052364407669357
peak_CM_HP_MN_PP_SKM_82713_promoter_UBE2N	peak_CM_HP_MN_PP_SKM_82713_promoter_UBE2N	67	75	67	75	0.5570709871103278
peak_CM_HP_MN_PP_SKM_23394_promoter_KLHL20	peak_CM_HP_MN_PP_SKM_23394_promoter_KLHL20	25	31	25	31	0.5044037600228255
peak_CM_HP_MN_PP_SKM_85398_promoter_PPTC7	peak_CM_HP_MN_PP_SKM_85398_promoter_PPTC7	25	31	25	31	0.5044037600228255
peak_CM_HP_MN_PP_SKM_232876_promoter_ARHGAP31	peak_CM_HP_MN_PP_SKM_232876_promoter_ARHGAP31	25	31	25	31	0.5044037600228255
peak_CM_HP_MN_PP_SKM_143388_promoter_FDXR	peak_CM_HP_MN_PP_SKM_143388_promoter_FDXR	107	117	107	117	0.5477111012895325
peak_CM_HP_MN_PP_SKM_217310_promoter_DDX17	peak_CM_HP_MN_PP_SKM_217310_promoter_DDX17	77	67	77	67	0.4533716994309739
peak_CM_HP_MN_PP_SKM_82544_promoter_BTG1	peak_CM_HP_MN_PP_SKM_82544_promoter_BTG1	131	142	131	142	0.5451062624444399
peak_CM_HP_MN_PP_SKM_177610_promoter_AUP1_HTRA2	peak_CM_HP_MN_PP_SKM_177610_promoter_AUP1_HTRA2	106	93	106	93	0.3950157781201118
peak_CM_HP_MN_PP_SKM_250533_promoter_UTP3	peak_CM_HP_MN_PP_SKM_250533_promoter_UTP3	52	40	52	40	0.2513221034748546
peak_CM_HP_MN_PP_SKM_128055_promoter_CTCF	peak_CM_HP_MN_PP_SKM_128055_promoter_CTCF	89	71	89	71	0.17877726804917562
peak_CM_HP_MN_PP_SKM_15574_promoter_CCDC18_TMED5	peak_CM_HP_MN_PP_SKM_15574_promoter_CCDC18_TMED5	112	96	112	96	0.29829604748976724
peak_CM_HP_MN_PP_SKM_42277_enhancer_COMTD1_59441.0_VDAC2_87048.0	peak_CM_HP_MN_PP_SKM_42277_enhancer_COMTD1_59723.0_VDAC2_84496.0	49	41	49	41	0.4607924727189733
peak_CM_HP_MN_PP_SKM_254116_promoter_MANBA	peak_CM_HP_MN_PP_SKM_254116_promoter_MANBA	53	37	53	37	0.11334435404342058
peak_CM_HP_MN_PP_SKM_164597_promoter_HIF3A	peak_CM_HP_MN_PP_SKM_164597_promoter_HIF3A	43	51	43	51	0.4704921148903704
peak_CM_HP_MN_PP_SKM_24866_promoter_ARPC5_RGL1	peak_CM_HP_MN_PP_SKM_24866_promoter_ARPC5_RGL1	88	72	88	72	0.23558242646926897
peak_CM_HP_MN_PP_SKM_230764_promoter_ST3GAL6	peak_CM_HP_MN_PP_SKM_230764_promoter_ST3GAL6	36	28	36	28	0.3817327947933377
peak_CM_HP_MN_PP_SKM_306216_promoter_NT5C3A	peak_CM_HP_MN_PP_SKM_306216_promoter_NT5C3A	84	66	84	66	0.16490698265644282
peak_CM_HP_MN_PP_SKM_258332_promoter_ANAPC10_ABCE1	peak_CM_HP_MN_PP_SKM_258332_promoter_ANAPC10_ABCE1	44	27	44	27	0.05681467793283902
peak_CM_HP_MN_PP_SKM_303065_promoter_ZDHHC4	peak_CM_HP_MN_PP_SKM_303065_promoter_ZDHHC4	30	37	30	37	0.46381761789686937
peak_CM_HP_MN_PP_SKM_212158_promoter_HLCS	peak_CM_HP_MN_PP_SKM_212158_promoter_HLCS	34	25	34	25	0.2975952082844287
peak_CM_HP_MN_PP_SKM_243246_enhancer_FGFRL1_32466.5_SLC26A1_50339.0	peak_CM_HP_MN_PP_SKM_243246_enhancer_FGFRL1_32335.5_SLC26A1_50529.0	42	24	42	24	0.03558272445223169
peak_CM_MN_PP_SKM_4206_enhancer_IFFO2_7185.5_ALDH4A1_46547.0	peak_CM_MN_PP_SKM_4206_enhancer_IFFO2_7180.0_ALDH4A1_46911.5	37	27	37	27	0.26043547657665356
peak_CM_HP_MN_PP_SKM_172768_promoter_HEATR5B_GPATCH11	peak_CM_HP_MN_PP_SKM_172768_promoter_HEATR5B_GPATCH11	36	29	36	29	0.45702078541058977
peak_CM_HP_MN_PP_SKM_23115_promoter_VAMP4	peak_CM_HP_MN_PP_SKM_23115_promoter_VAMP4	45	38	45	38	0.5104099416812344
peak_CM_HP_MN_PP_SKM_157837_promoter_SWSAP1	peak_CM_HP_MN_PP_SKM_157837_promoter_SWSAP1	133	144	133	144	0.5480229576559877
peak_CM_HP_MN_PP_SKM_304776_promoter_CCDC126	peak_CM_HP_MN_PP_SKM_304776_promoter_CCDC126	26	32	26	32	0.5118423084381691
peak_CM_HP_MN_PP_SKM_8391_promoter_MANEAL	peak_CM_HP_MN_PP_SKM_8391_promoter_MANEAL	32	26	32	26	0.5118423084381691
peak_CM_HP_MN_PP_SKM_359829_promoter_RPL10	peak_CM_HP_MN_PP_SKM_359829_promoter_RPL10	52	60	52	60	0.5085131799736626
peak_CM_HP_MN_PP_SKM_272805_promoter_APC	peak_CM_HP_MN_PP_SKM_272805_promoter_APC	52	60	52	60	0.5085131799736626
peak_CM_HP_MN_PP_SKM_228571_promoter_EOGT	peak_CM_HP_MN_PP_SKM_228571_promoter_EOGT	52	60	52	60	0.5085131799736626
peak_CM_PP_SKM_20611_enhancer_LMNA_11961.0_SEMA4A_27333.5	peak_CM_PP_SKM_20611_enhancer_LMNA_11910.0_SEMA4A_27407.5	38	45	38	45	0.5104099416812344
peak_CM_MN_PP_SKM_188733_enhancer_MTX2_281604.5_HOXD1_363530.0	peak_CM_MN_PP_SKM_188733_enhancer_MTX2_284683.5_HOXD1_365475.5	26	32	26	32	0.5118423084381691
peak_CM_HP_MN_PP_SKM_162969_promoter_ZNF546	peak_CM_HP_MN_PP_SKM_162969_promoter_ZNF546	26	32	26	32	0.5118423084381691
peak_CM_SKM_241179_enhancer_MAGEF1_19980.0_VPS8_119152.0	peak_CM_SKM_241179_enhancer_MAGEF1_20020.5_VPS8_120363.0	32	26	32	26	0.5118423084381691
peak_CM_HP_MN_PP_SKM_12682_enhancer_AK4_80164.0_JAK1_98811.0	peak_CM_HP_MN_PP_SKM_12682_enhancer_AK4_80986.5_JAK1_100399.5	26	32	26	32	0.5118423084381691
peak_CM_HP_PP_SKM_141242_enhancer_VMP1_78481.5_PTRH2_78565.0	peak_CM_HP_PP_SKM_141242_enhancer_VMP1_79149.5_PTRH2_79233.5	32	26	32	26	0.5118423084381691
peak_CM_MN_PP_SKM_137541_enhancer_PLXDC1_8169.0_ARL5C_21981.5	peak_CM_MN_PP_SKM_137541_enhancer_PLXDC1_8195.0_ARL5C_22011.5	32	26	32	26	0.5118423084381691
peak_CM_HP_MN_PP_SKM_266682_promoter_BRIX1_RAD1	peak_CM_HP_MN_PP_SKM_266682_promoter_BRIX1_RAD1	45	38	45	38	0.5104099416812344
peak_CM_HP_MN_PP_SKM_217332_promoter_JOSD1	peak_CM_HP_MN_PP_SKM_217332_promoter_JOSD1	26	32	26	32	0.5118423084381691
peak_CM_HP_MN_PP_SKM_317695_promoter_POT1	peak_CM_HP_MN_PP_SKM_317695_promoter_POT1	38	45	38	45	0.5104099416812344
peak_CM_HP_MN_PP_SKM_87054_promoter_RAB35	peak_CM_HP_MN_PP_SKM_87054_promoter_RAB35	52	60	52	60	0.5085131799736626
peak_CM_HP_MN_PP_SKM_165344_promoter_RPL18_SPHK2	peak_CM_HP_MN_PP_SKM_165344_promoter_RPL18_SPHK2	69	77	69	77	0.5625209423048497
peak_CM_HP_MN_PP_SKM_233987_enhancer_KLF15_81017.5_ALDH1L1_85170.5	peak_CM_HP_MN_PP_SKM_233987_enhancer_ALDH1L1_86872.0_KLF15_89992.0	26	32	26	32	0.5118423084381691
peak_CM_HP_MN_PP_SKM_346052_promoter_TLE4	peak_CM_HP_MN_PP_SKM_346052_promoter_TLE4	69	77	69	77	0.5625209423048497
peak_CM_HP_MN_PP_SKM_98804_enhancer_MYO16_93265.5_MYO16_162791.5	peak_CM_HP_MN_PP_SKM_98804_enhancer_MYO16_100019.0_MYO16_169752.0	26	32	26	32	0.5118423084381691
peak_CM_HP_MN_PP_SKM_78883_promoter_CYP27B1	peak_CM_HP_MN_PP_SKM_78883_promoter_CYP27B1	26	32	26	32	0.5118423084381691
peak_CM_HP_MN_PP_SKM_4965_enhancer_ZBTB40_100712.0_WNT4_207393.5	peak_CM_HP_MN_PP_SKM_4965_enhancer_ZBTB40_100850.5_WNT4_207940.5	26	32	26	32	0.5118423084381691
peak_CM_HP_MN_PP_SKM_275965_promoter_BRD8_KIF20A	peak_CM_HP_MN_PP_SKM_275965_promoter_BRD8_KIF20A	52	60	52	60	0.5085131799736626
peak_CM_HP_MN_PP_SKM_291756_enhancer_SYNCRIP_40674.5_SNX14_89805.5	peak_CM_HP_MN_PP_SKM_291756_enhancer_SYNCRIP_35737.0_SNX14_84966.0	53	61	53	61	0.5122548722298452
peak_CM_HP_MN_PP_SKM_147097_promoter_ANKRD12	peak_CM_HP_MN_PP_SKM_147097_promoter_ANKRD12	70	78	70	78	0.565171909988344
peak_CM_HP_MN_PP_SKM_194968_promoter_CAB39	peak_CM_HP_MN_PP_SKM_194968_promoter_CAB39	68	51	68	51	0.1421320280750584
peak_CM_HP_MN_PP_SKM_324296_promoter_PCM1	peak_CM_HP_MN_PP_SKM_324296_promoter_PCM1	111	121	111	121	0.5546949971025644
peak_CM_HP_MN_PP_SKM_321954_promoter_INSIG1	peak_CM_HP_MN_PP_SKM_321954_promoter_INSIG1	35	51	35	51	0.10522535125694396
peak_CM_HP_MN_PP_SKM_225860_promoter_UQCRC1	peak_CM_HP_MN_PP_SKM_225860_promoter_UQCRC1	55	38	55	38	0.09656519729770463
peak_CM_HP_MN_PP_SKM_178716_enhancer_ST3GAL5_109424.0_POLR1A_110106.5	peak_CM_HP_MN_PP_SKM_178716_enhancer_POLR1A_108544.0_ST3GAL5_108495.0	89	72	89	72	0.20717984725922278
peak_CM_HP_MN_PP_SKM_129388_promoter_TMEM231	peak_CM_HP_MN_PP_SKM_129388_promoter_TMEM231	50	42	50	42	0.46570744577306195
peak_CM_HP_MN_PP_SKM_53295_enhancer_ZBED5_74208.0_EIF4G2_123305.5	peak_CM_HP_MN_PP_SKM_53295_enhancer_ZBED5_73295.0_EIF4G2_123193.0	39	46	39	46	0.5154257318839017
peak_CM_HP_MN_PP_SKM_137564_promoter_CACNB1	peak_CM_HP_MN_PP_SKM_137564_promoter_CACNB1	39	46	39	46	0.5154257318839017
peak_CM_HP_MN_PP_SKM_165975_promoter_POLD1	peak_CM_HP_MN_PP_SKM_165975_promoter_POLD1	46	39	46	39	0.5154257318839017
peak_CM_HP_MN_PP_SKM_249391_enhancer_PDGFRA_4309.0_GSX2_134775.0	peak_CM_HP_MN_PP_SKM_249391_enhancer_PDGFRA_4301.5_GSX2_133444.0	39	46	39	46	0.5154257318839017
peak_CM_HP_MN_PP_SKM_338428_promoter_ZFAT	peak_CM_HP_MN_PP_SKM_338428_promoter_ZFAT	39	46	39	46	0.5154257318839017
peak_CM_HP_MN_PP_SKM_318360_promoter_NRF1	peak_CM_HP_MN_PP_SKM_318360_promoter_NRF1	39	46	39	46	0.5154257318839017
peak_CM_HP_MN_PP_SKM_73427_promoter_DERA	peak_CM_HP_MN_PP_SKM_73427_promoter_DERA	46	39	46	39	0.5154257318839017
peak_CM_HP_MN_PP_SKM_223389_promoter_CRTAP	peak_CM_HP_MN_PP_SKM_223389_promoter_CRTAP	68	55	68	55	0.2791985549760793
peak_CM_HP_MN_PP_SKM_247052_promoter_RBPJ	peak_CM_HP_MN_PP_SKM_247052_promoter_RBPJ	91	100	91	100	0.562798485791096
peak_CM_HP_MN_PP_SKM_190175_promoter_HIBCH	peak_CM_HP_MN_PP_SKM_190175_promoter_HIBCH	58	41	58	41	0.10735158653318887
peak_CM_HP_MN_PP_SKM_345950_promoter_PSAT1	peak_CM_HP_MN_PP_SKM_345950_promoter_PSAT1	89	66	89	66	0.07687597125332388
peak_CM_HP_MN_PP_SKM_135562_promoter_B9D1	peak_CM_HP_MN_PP_SKM_135562_promoter_B9D1	54	39	54	39	0.14617702864715262
peak_CM_HP_MN_PP_SKM_121507_promoter_GFER	peak_CM_HP_MN_PP_SKM_121507_promoter_GFER	52	42	52	42	0.35332803247158273
peak_CM_HP_MN_PP_SKM_284569_promoter_FAM8A1	peak_CM_HP_MN_PP_SKM_284569_promoter_FAM8A1	38	28	38	28	0.2678116648465871
peak_CM_HP_MN_PP_SKM_84504_promoter_NUAK1	peak_CM_HP_MN_PP_SKM_84504_promoter_NUAK1	38	30	38	30	0.39612484029702977
peak_CM_HP_MN_PP_SKM_323883_promoter_LONRF1	peak_CM_HP_MN_PP_SKM_323883_promoter_LONRF1	60	68	60	68	0.5362687140711067
peak_CM_HP_MN_PP_SKM_139264_promoter_LRRC46_MRPL10	peak_CM_HP_MN_PP_SKM_139264_promoter_MRPL10_LRRC46	27	33	27	33	0.5189580031896519
peak_CM_HP_MN_PP_SKM_226746_promoter_NT5DC2	peak_CM_HP_MN_PP_SKM_226746_promoter_NT5DC2	33	27	33	27	0.5189580031896519
peak_CM_HP_MN_PP_SKM_125486_promoter_SIAH1	peak_CM_HP_MN_PP_SKM_125486_promoter_SIAH1	33	27	33	27	0.5189580031896519
peak_CM_HP_MN_PP_SKM_7788_promoter_SMIM12	peak_CM_HP_MN_PP_SKM_7788_promoter_SMIM12	27	33	27	33	0.5189580031896519
peak_CM_HP_MN_PP_SKM_90057_promoter_ZDHHC20	peak_CM_HP_MN_PP_SKM_90057_promoter_ZDHHC20	27	33	27	33	0.5189580031896519
peak_CM_HP_MN_PP_SKM_92207_promoter_SMAD9	peak_CM_HP_MN_PP_SKM_92207_promoter_SMAD9	27	33	27	33	0.5189580031896519
peak_CM_SKM_330622_enhancer_C8orf46_17529.0_ADHFE1_78455.0	peak_CM_SKM_330622_enhancer_C8orf46_14152.5_ADHFE1_75212.5	27	33	27	33	0.5189580031896519
peak_CM_HP_MN_PP_SKM_9077_promoter_FOXO6	peak_CM_HP_MN_PP_SKM_9077_promoter_FOXO6	27	33	27	33	0.5189580031896519
peak_CM_HP_MN_PP_SKM_179644_promoter_INPP4A	peak_CM_HP_MN_PP_SKM_179644_promoter_INPP4A	33	27	33	27	0.5189580031896519
peak_CM_HP_MN_PP_SKM_157209_promoter_ZNF559-ZNF177_ZNF559_ZNF177	peak_CM_HP_MN_PP_SKM_157209_promoter_ZNF559_ZNF559-ZNF177_ZNF177	27	33	27	33	0.5189580031896519
peak_CM_HP_MN_PP_SKM_324546_promoter_CSGALNACT1	peak_CM_HP_MN_PP_SKM_324546_promoter_CSGALNACT1	27	33	27	33	0.5189580031896519
peak_CM_HP_MN_PP_SKM_273814_enhancer_SNCAIP_184203.5_SNX2_286825.5	peak_CM_HP_MN_PP_SKM_273814_enhancer_SNCAIP_181587.5_SNX2_281258.0	47	40	47	40	0.5202915935750733
peak_CM_HP_MN_PP_SKM_326616_promoter_RNF122	peak_CM_HP_MN_PP_SKM_326616_promoter_RNF122	40	47	40	47	0.5202915935750733
peak_CM_HP_MN_PP_SKM_20169_promoter_ATP8B2	peak_CM_HP_MN_PP_SKM_20169_promoter_ATP8B2	47	40	47	40	0.5202915935750733
peak_CM_HP_MN_PP_SKM_344564_promoter_SLC25A51	peak_CM_HP_MN_PP_SKM_344564_promoter_SLC25A51	47	40	47	40	0.5202915935750733
peak_CM_HP_MN_PP_SKM_225946_promoter_DALRD3_NDUFAF3	peak_CM_HP_MN_PP_SKM_225946_promoter_DALRD3_NDUFAF3	93	102	93	102	0.5668305073491761
peak_CM_HP_MN_PP_SKM_139635_enhancer_GNGT2_17120.0_ABI3_17943.0	peak_CM_HP_MN_PP_SKM_139635_enhancer_GNGT2_17178.0_ABI3_17997.0	73	81	73	81	0.572845968999708
peak_CM_HP_MN_PP_SKM_166068_promoter_C19orf81	peak_CM_HP_MN_PP_SKM_166068_promoter_C19orf81	81	96	81	96	0.29263710818803024
peak_CM_HP_MN_PP_SKM_139998_promoter_RSAD1	peak_CM_HP_MN_PP_SKM_139998_promoter_RSAD1	28	34	28	34	0.52577336017565
peak_CM_HP_MN_PP_SKM_137551_promoter_ARL5C	peak_CM_HP_MN_PP_SKM_137551_promoter_ARL5C	34	28	34	28	0.52577336017565
peak_CM_HP_MN_PP_SKM_160235_promoter_TSSK6_NDUFA13_YJEFN3	peak_CM_HP_MN_PP_SKM_160235_promoter_TSSK6_NDUFA13_YJEFN3	28	34	28	34	0.52577336017565
peak_CM_HP_MN_PP_SKM_5522_promoter_SRRM1	peak_CM_HP_MN_PP_SKM_5522_promoter_SRRM1	74	82	74	82	0.5753154836552095
peak_CM_HP_MN_PP_SKM_170388_promoter_PUM2	peak_CM_HP_MN_PP_SKM_170388_promoter_PUM2	74	82	74	82	0.5753154836552095
peak_CM_HP_MN_PP_SKM_346878_promoter_CDK20	peak_CM_HP_MN_PP_SKM_346878_promoter_CDK20	28	34	28	34	0.52577336017565
peak_CM_HP_MN_PP_SKM_60349_promoter_SLC25A45	peak_CM_HP_MN_PP_SKM_60349_promoter_SLC25A45	28	34	28	34	0.52577336017565
peak_CM_HP_MN_PP_SKM_60611_promoter_SF3B2	peak_CM_HP_MN_PP_SKM_60611_promoter_SF3B2	75	83	75	83	0.5777428358653738
peak_CM_HP_MN_PP_SKM_155726_promoter_MAP2K2	peak_CM_HP_MN_PP_SKM_155726_promoter_MAP2K2	41	48	41	48	0.5250147872924269
peak_CM_HP_MN_PP_SKM_249676_promoter_PAICS_PPAT	peak_CM_HP_MN_PP_SKM_249676_promoter_PPAT_PAICS	118	128	118	128	0.5661792835834812
peak_CM_HP_MN_PP_SKM_302818_promoter_ACTB	peak_CM_HP_MN_PP_SKM_302818_promoter_ACTB	75	83	75	83	0.5777428358653738
peak_CM_HP_MN_PP_SKM_176659_promoter_NFU1	peak_CM_HP_MN_PP_SKM_176659_promoter_NFU1	28	34	28	34	0.52577336017565
peak_CM_HP_MN_PP_SKM_18017_promoter_TRIM33	peak_CM_HP_MN_PP_SKM_18017_promoter_TRIM33	41	48	41	48	0.5250147872924269
peak_CM_HP_MN_PP_SKM_9894_promoter_EIF2B3	peak_CM_HP_MN_PP_SKM_9894_promoter_EIF2B3	28	34	28	34	0.52577336017565
peak_CM_HP_MN_PP_SKM_218139_promoter_TTLL12	peak_CM_HP_MN_PP_SKM_218139_promoter_TTLL12	48	41	48	41	0.5250147872924269
peak_CM_HP_MN_PP_SKM_164045_promoter_BCAM	peak_CM_HP_MN_PP_SKM_164045_promoter_BCAM	28	34	28	34	0.52577336017565
peak_CM_HP_MN_PP_SKM_153998_promoter_NFATC1	peak_CM_HP_MN_PP_SKM_153998_promoter_NFATC1	28	34	28	34	0.52577336017565
peak_CM_HP_MN_PP_SKM_246747_promoter_DHX15	peak_CM_HP_MN_PP_SKM_246747_promoter_DHX15	41	48	41	48	0.5250147872924269
peak_CM_HP_MN_PP_SKM_243047_promoter_ZNF718	peak_CM_HP_MN_PP_SKM_243047_promoter_ZNF718	34	28	34	28	0.52577336017565
peak_CM_HP_MN_PP_SKM_187666_promoter_CERS6	peak_CM_HP_MN_PP_SKM_187666_promoter_CERS6	58	46	58	46	0.2806903290341796
peak_CM_HP_MN_PP_SKM_244654_promoter_TBC1D14	peak_CM_HP_MN_PP_SKM_244654_promoter_TBC1D14	48	56	48	56	0.4926450664865037
peak_MN_PP_SKM_158883_enhancer_BRD4_15797.5_EPHX3_32440.0	peak_MN_PP_SKM_158883_enhancer_BRD4_15515.5_EPHX3_32464.5	38	31	38	31	0.47036853185814453
peak_CM_HP_MN_PP_SKM_112924_promoter_PDIA3	peak_CM_HP_MN_PP_SKM_112924_promoter_PDIA3	32	39	32	39	0.47668779343427553
